Name,Reactions,Comments,Reposts,Content,Date
Carrie Beers,0,,,"#WomensHistoryMonth“I’m willing to be seen. I’m willing to speak up. I’m willing to keep going. I’m willing to listen to what others have to say. I’m willing to go to bed each night at peace with myself. I’m willing to be my biggest bestest most powerful self.” ~Emma WatsonWomen Leadership Inspiration for Today – Complete this sentence “I’m willing to……., then go out and DO IT!Today we celebrate a woman still making history. Happy Women’s History Month! Emma Watson is an actress and activist who has been a UN Women Goodwill Ambassador since 2014. She has been an outspoken advocate for women's rights and gender equality.Yes, that's correct! Emma Watson has been actively involved in promoting women's rights and gender equality through her work as a UN Women Goodwill Ambassador. Some of her notable accomplishments in this area include:1. Launching the HeForShe campaign: In 2014, Emma Watson launched the HeForShe campaign, which aims to engage men and boys in the fight for gender equality. The campaign has received support from thousands of people around the world.2. Addressing the UN General Assembly: In 2016, Emma Watson delivered a powerful speech at the UN General Assembly calling for gender equality and encouraging men to take an active role in achieving it.3. Promoting sustainable fashion: Emma Watson has also been a vocal advocate for sustainable fashion and has worked to promote ethical and sustainable clothing brands.4. Supporting girls' education: Emma Watson has been a strong advocate for girls' education and has worked to support initiatives that provide education to girls in underprivileged communities.5. Advocating for pay equity: Emma Watson has also been a vocal advocate for pay equity and has spoken out about the gender pay gap in the entertainment industry.Overall, Emma Watson has used her platform as a UN Women Goodwill Ambassador to raise awareness about important issues related to gender equality and women's rights and has inspired many people to get involved in the fight for a more equal and just world.#LEADERSHIP#coachprinciples#bebold#change#equality#awareness#emmawatson#success",1 hour ago
Leadership First,"7,547",158 comments,"1,285 reposts",Be unapologetically you.,
Carrie Beers,0,,,"#WomensHistoryMonth“I’m willing to be seen. I’m willing to speak up. I’m willing to keep going. I’m willing to listen to what others have to say. I’m willing to go to bed each night at peace with myself. I’m willing to be my biggest bestest most powerful self.” ~Emma WatsonWomen Leadership Inspiration for Today – Complete this sentence “I’m willing to……., then go out and DO IT!Today we celebrate a woman still making history. Happy Women’s History Month! Emma Watson is an actress and activist who has been a UN Women Goodwill Ambassador since 2014. She has been an outspoken advocate for women's rights and gender equality.Yes, that's correct! Emma Watson has been actively involved in promoting women's rights and gender equality through her work as a UN Women Goodwill Ambassador. Some of her notable accomplishments in this area include:1. Launching the HeForShe campaign: In 2014, Emma Watson launched the HeForShe campaign, which aims to engage men and boys in the fight for gender equality. The campaign has received support from thousands of people around the world.2. Addressing the UN General Assembly: In 2016, Emma Watson delivered a powerful speech at the UN General Assembly calling for gender equality and encouraging men to take an active role in achieving it.3. Promoting sustainable fashion: Emma Watson has also been a vocal advocate for sustainable fashion and has worked to promote ethical and sustainable clothing brands.4. Supporting girls' education: Emma Watson has been a strong advocate for girls' education and has worked to support initiatives that provide education to girls in underprivileged communities.5. Advocating for pay equity: Emma Watson has also been a vocal advocate for pay equity and has spoken out about the gender pay gap in the entertainment industry.Overall, Emma Watson has used her platform as a UN Women Goodwill Ambassador to raise awareness about important issues related to gender equality and women's rights and has inspired many people to get involved in the fight for a more equal and just world.#LEADERSHIP#coachprinciples#bebold#change#equality#awareness#emmawatson#success",1 hour ago
Daniel Joseph,2,1 comment,,Thank you for sharingPaulette Watson MBA Global Tech Disruptor#diversityandinclusion,2 hours ago
Kevin Watson,0,,,"Really proud of my partnerPhilippa Andersonfor getting her article on ESG and greenwashing published by PR Academy! Interesting piece that looks at the complexity of corporate ESG strategies, the potential impact of intentional and unintentional greenwashing and the challenges that PR and communications professionals face in an ever changing landscape. Please have a read via the link below.#pr#esg#greenwashing#communications",2 hours ago
Helen Watson,0,,,Do you offer dental sedation? Combined adult and paediatric ILS course dates for 2022 now available 😄 Please book early as places are limited,2 hours ago
"Raymond Two Hawks Watson, J.D., M.C.P.",6,1 comment,,,2 hours ago
Make UK Defence,11,,1 repost,"Ahead of today’s Spring Budget and following the measures announced in the Integrated Review Refresh,Make UK DefenceDirector-GeneralAndrew Kinniburghhas made the following comment:“Make UK Defence welcome the much needed increase in defence spending in today’s budget. Well done to Rt Hon Ben Wallace MP and Alex Chalk MP for securing funding at a critical juncture. We welcome as well the commitment to spending of 2.5% of GDP on defence going forward. With paradigm shifting international programmes such as the AUKUS submarine deal and the Global Combat Air Programme, ambitious and rigorous investments in future capabilities are a necessity. The war in Ukraine has changed the world, and the UK must be pro-active in facing threats.And yet, whilst this is a good step forward, there is yet more to do. Our army’s equipment lags behind many of our NATO allies. The threats since the original iteration of the Integrated Review have dramatically increased. Greater, bolder commitments are needed to deliver the support our armed forces need.”https://lnkd.in/ePWYnVYE#ukmanufacturing#ukmfg#springbudgetJames WatsonKelly MaddisonSamantha HillEstelle ExelbyMaria WinsperCharline DiomandeJames V.",2 hours ago
John Marchisotto,0,2 comments,2 reposts,"Empowering the Fight for Justice: A Retired NYPD Sergeant's Quest for FairnessJoin the cause:  💥Every voice deserves to be heard, and every fight for justice requires the support of a community. Today, I humbly ask for your help in a mission that is close to my heart. ❤️As a retired NYPD Sergeant, I have dedicated my life to upholding the law and advocating for the truth.Now, I am on a journey to bring my second case beforeThe Supreme Court of the United States, where I hope to secure justice for all those who have faced similar challenges.Achieving justice in my case will pave the way for countless others across the United States who face similar struggles. Together, we can create a brighter, fairer future for all. 🇺🇸The road to justice is a long and winding one, filled with financial hurdles that can be overwhelming.Legal fees, court costs, and other expenses have piled up, and I need your support to help me cross the finish line.The Supreme Court's strict requirements have created an additional burden. For instance, printing and typesetting the necessary 40 booklets amounts to nearly $2,000, an expense that cannot be shouldered alone.But with your support, we can make a difference. Every donation, no matter how small, brings us one step closer to realizing our goal.And if you cannot contribute financially, simply sharing our story with your network can have a profound impact.Your generosity and solidarity in this fight for justice will be a beacon of hope and a testament to the power of community.Together, we can make the world a more just and equitable place.Thank you, and may God bless you for your kindness.🌟 Support our Fundraiser for Justice through PayPal: Can you help Retired NYPD Sergeant Fundraiser For Justice on PayPal Fundraisers? Every little bit helps!https://lnkd.in/e5sduvUp🌟To learn more about my second case and the journey ahead, please visit:https://lnkd.in/ey-B4FPk#community#thankyou#legal#future#help#network#power#law#supremecourt#printing#kindness#scotus#ussupremecourt#supremecourtjustice#justice#difference#republican#american#patriot#firstresponder#law#legal#leadership#usa#FightForJustice#veteran#JusticeForAll#socialjustice#EqualRights#helpingothers#NoJusticeNoPeace#StandUp4Justice#JusticeMatters#change#HumanRights#EqualityNow#bethechangeElizabeth PrelogarYaira DubinDanny BickellTara HelfmanSheridan Watson Julie A. Braun, J.D. LL.M.Alejandra AguilarOlivia VejcikBurden WalkerJames Dennehy",2 hours ago
Letícia Tainara Souza,6,3 comments,,"Hey, LinkedIners! Analisando as plataformas digitais, comportamento do consumidor, histórico de tendências e evoluções, aqui vão algumas das tendências de marketing para 2023:🤳🏻 Marketing de influência: o marketing de influência chegou pra ficar e continuará a crescer! Com mais marcas colaborando com influenciadores e criadores de conteúdo para alcançar públicos específicos (Ó a base da Virginia aí, gente! Ela vendeu 150 mil unidades em um fim de semana mesmo com os haters).🎁 Personalização: os consumidores continuam desejando uma experiência personalizada e relevante, e as empresas estão investindo cada vez mais em tecnologia e estratégias para atender a essa demanda.📼 Vídeo marketing: o vídeo continua sendo uma das formas mais populares e eficazes de marketing, e as empresas devem continuar a investir em produção de vídeo de alta qualidade para atrair e engajar os consumidores (Quer engajar? Então investe nisso. A era dos estáticos morreu).🔊 Voice marketing: com o crescente uso de assistentes virtuais como Siri, Alexa e Google Assistant, muitas empresas e marcas estão começando a adotar estratégias de marketing por voz para se comunicar com os consumidores de maneira mais eficaz (aqui entra a personalização também).📩 Marketing de conteúdo: este continuará a desempenhando um papel importante na construção de marcas e no envolvimento com os consumidores. As empresas precisarão investir em conteúdo de alta qualidade e em estratégias de distribuição para se destacar em um mercado cada vez mais competitivo.🎯 Marketing omnichannel: os consumidores esperam uma experiência perfeita e consistente em todos os canais de marketing, e as empresas precisam se adaptar a essa demanda, criando estratégias de marketing omnichannel integradas. O seu consumidor está em todos os canais e é inteligente pensar em estratégias adaptadas em cada um deles.🎲 Marketing baseado em dados: as empresas estão cada vez mais usando dados para entender e se comunicar com os consumidores de maneira mais eficaz. As empresas devem continuar a investir em tecnologia e estratégias de análise de dados para obter insights mais precisos e informados sobre seus clientes (segura os prints).🤖BÔNUS TRACK: Uso de AI em estratégias e materiais publicitários também é algo que não tem volta - e que bom! Se você é um profissional da área, sugiro começar a integrar programas como MidJourney, ChatGpt, IBM Watson, Salesforce Einstein, Amazon Rekognition, DeepCrawl, Wibbitz e entre outros nas suas campanhas, estratégias e tomadas de decisão. Pois como diz a famosa música de fim de ano de uma emissora de TV por aí, ""hoje é um novo dia, de um novo tempo que começou. Todos os nossos sonhos, serão verdade e o futuro já começou"".#marketing#tecnologia#amazon#empresas#salesforce#marketingsensorial#marketing2023#marketingderelacionamento",2 hours ago
Cheryl T.,0,,,The news is out! Willis Watson Is a Wannabe by Carmen Bogan and Illustrated by me will be released Spring 2024. It will published by Denene Millner Books andSimon & Schuster. So excited.#picturebooks#kidlit,2 hours ago
TM Forum,35,,3 reposts,"Wow, day one was a whirlwind! With Headliners fromAxiata,Bridge Alliance,PT. Indosat Tbk,Jio,TelenorAsia, andEricssonkicking off the event, the NexTech pitch competition, and an action-packed after-hours mixer, there was plenty to get stuck into.What’s on today?📌 Headliners start at 8:30 am in the Studio Stage📌 Sessions in the Data & AIOps, Growth, People & Purpose and Tech Summits📌 Masterclass: Using TM Forum Components at 2:00 pm📌 Accelerating innovation with TM Forum Catalysts – Day 2 session at 2:00 pm📌 After-hours mixer at 5:30 pm in the exhibition hallView the agenda:http://ow.ly/wCg850NiuqtRegistered attendees ➤ Download the mobile app to plan your schedule, connect with fellow attendees, and more.📱 Apple:https://lnkd.in/dW_5qny8📱 Google Play:https://lnkd.in/dKQPzY3i",
Jordyn Allen,348,65 comments,5 reposts,"As the end of my time atHoward Universityquickly approaches, I am blessed to announce that I will be returning toGoogleas a Trust & Safety Policy Specialist in the Austin office!I would like to thank the entire Trust & Safety Team and my wonderful hostMaria Ahmedand my co-hostCathal Kavanaghfor creating an unforgettable experience last summer. Special thanks to my mentorsErin RelfordandZuri Godfreywho endlessly poured into me this past summer, as well. Every Googler I interacted with this past summer, and after, influenced by decision to join Google.I saw growth in myself personally and professionally as a BOLD Intern and I cannot wait to contribute to Google’s global impact, contagious culture and deepen my understanding of the intersection between technology, law and policy.Proud to announce that I’m officially a#Googler.#howarduniversity#legalcareers#google#tech#postgrad",
Patrick Watson,1,,,Have a Squarespace site? You can customize many aspects of your Squarespace site to make it easier to navigate. To learn more about our accessibility features click below!#ThisIsSquarespace,2 hours ago
Tabitha Watson,0,,,"Reality from suffering, I love this.",2 hours ago
Asure Software,8,,2 reposts,"The last thing you want for your employees is for their paychecks to have an error. Our payroll specialists atAsure Softwareensure your employees receive timely, accurate compensation giving you and your employees financial peace of mind.https://hubs.la/Q01Gy6Dr0#payroll#asurepayrollservices#payrollservices",
Luvvie Ajayi Jones,"1,966",39 comments,61 reposts,"Angela Evelyn of House Bassett.First of her name.Thespian Arts Titan.Silver Screen Starlet.Iconically Impactful Ingenue.Golden Globe and Gravitas Goddess.Perpetually Poignant and Powerfully Poiseful Performer.Legacy Lifting Leading Lady.Architect of Awe-Inspiring Artistry.Majestic Movie Maven.DevaSTating Delta Diva.We see you, auntie. A whole legend. A queen. A singular career that has left an indelible mark. A body of work that has always been culture-shifting. A winner.We see you. 👑🌺🌼#OrikiByLuvvie📸 Michael Rowe",
Rick Watson,71,49 comments,3 reposts,"5 Scary Things I Learned While Shopping Amazon Buy With PrimeI've been surprised so many people talking about Buy With Prime, but few of them actually have even ever looked at it, much less purchased from a seller with it.  I decided to remedy that.To make it easy on Amazon, and perhaps prove a point, I decided to throw them a softball.  Let's purchase from their case study accounts.  Here's what I learned.  In the comments, I have the full report and a link to signup to my newsletter which will release it this morning.  (So signup to get future content like this!)Note when I say all their sellers  I mean all their case study sellers.1 - All their sellers are using FBA vs their white-label MCF shipping.This means the packaging is bad, undifferentiated, and worse than any typical premium D2C experience.2 - All their sellers are using Shopify.If you wonder why Amazon needs to sign a deal with Shopify, look no further.  In the sweet-spot of D2C small and medium businesses that Buy With Prime could help, anecdotally I find like 90% of these people are using Shopify.So yeah, Amazon must get a deal done.3 - Buyers need to agree to Amazon's privacy policyThis is not just about fast delivery, then.  (Which was fantastic!) This is about data-sharing.I doubt this would even work in Europe.4 - I never got a branded e-mail from a Shopify store.When I was contacted during the purchase experience, they were all from either Amazon itself, or ""Amazon Pay"" (to be honest, I am not sure why there is a difference the consumer should see).Only one brand in all my purchases sent me a single email before I got the item, and it was to tell me they had created an account for me, and to reset my password for it.Thanks for nothing?5 - Returns were hard.  Like super-hard.Both Amazon customer service and the D2C brands I purchased from could barely find these orders in their database, much less tell me how to return them successfully.I did not feel like I had an ""A to Z Guarantee.""Suffice to say, if I were a buyer of a brand, there is zero advantage to buying with Buy With Prime for the same item that could be on Amazon.  In fact, if the item is already on Amazon, Buy With Prime on a D2C website adds significant friction.If the item is not on Amazon, then you lose the ease of your typical D2C experience.👇👇Want more?  Sign up for my newsletter below.  It comes out every two weeks, and access the full report here below in the comments.👇👇#amazon#buywithprime",2 hours ago
BrandSpark® Most Trusted Awards,22,,2 reposts,"""Trust and reliability are central to what we do, and I am pleased to know that consumers agree""  said Charles Brown, President and CEO ofLifeLabs Medical Laboratory Services.Congratulations toLifeLabs Medical Laboratory Services, voted BrandSpark's Most Trusted Health Diagnostic Service Brand by Canadians.",
Artemis Support,6,,1 repost,"Last week our wonderful management team took part in a Managers Development Day. The theme of the day was around Reflection and Growth!This was a fabulous day spent reflecting on the past year, celebrating all the positivity, and sharing everything we had learnt along the way and how we would carry forward this learning to continuously improve in 2023.All of our homes work incredibly hard to ensure our children and young people have the best care and outcomes , it was amazing to see all the great achievements our young people had made.We have some incredible things planned for 2023...watch this space!",
Kelley Marie Seriano,8,,1 repost,"MARCH 16 | WEBINAR |  2:00 PM ET / 1:00 PM CT / 11:00 AM PT/12:00 MTExpert Panelist: Brian J. Shenker, of counsel in the Long Island, New York, office of Jackson Lewis P.C.We'll explore:How Does the FLSA Impact Businesses?What to Include in a Job Offer LetterWhat Counts as Hours Worked?FLSA RecordkeepingSeverance Pay: What to Know#webinar#jobThis webinar is free, but space is limited - Reach out to me to register!https://lnkd.in/gPeN5Q7a#compliance",
